"PPN"	"EPN"	"Jahr"	"Titel+Zusatz"	"Verfasser"	"Ort+Verlag"	"Umfang"	"Basisklassifikation"	"Schlagwort"	"ExKommentar4802"	"Schlagwort6800"	"Abrufzeichen8600"	"Signatur"	"Standort"	"URL"	
"418495289"	"641024134"	"1933"	"Riesengebirge : mit Angaben für Automobilisten und Wintersportler"	""	"Berlin : Grieben"	"109, 22 S., [2] Bl."	""	""	""	""	""	"Kart. Rf 3786/15"	"1:KTA"	""	
"407675329"	"445375736"	"1933"	"An official Guide to Japan : With preparatory explanations on Japanese customs, language, history ... A handbook for travellers"	""	"Tōkyō : The Japanese Gov. Railways"	"CCX, 506 S., 2 Kt. 8'"	""	""	"Revision 2011 Hauptmagazin"	""	""	"Un 9406/20"	"2"	""	
"407675329"	"446824763"	"1933"	"An official Guide to Japan : With preparatory explanations on Japanese customs, language, history ... A handbook for travellers"	""	"Tōkyō : The Japanese Gov. Railways"	"CCX, 506 S., 2 Kt. 8'"	""	""	"Revision 2011 Hauptmagazin"	""	""	"Un 9406/20<a>"	"2"	""	
"407675329"	"585938881"	"1933"	"An official Guide to Japan : With preparatory explanations on Japanese customs, language, history ... A handbook for travellers"	""	"Tōkyō : The Japanese Gov. Railways"	"CCX, 506 S., 2 Kt. 8'"	""	""	""	""	""	"Kart. Rf 8281"	"1:KartKS"	""	
"383005051"	"640604099"	"1933"	"Lübeck und die Seebäder an der Lübecker Bucht"	""	"Rastede-Oldenburg : Lühr"	"143 S"	""	""	""	""	""	"Kart. Rf 1832/0/10"	"1:KTA"	""	
"364422270"	"640550207"	"1933"	"Erfurt"	""	"Berlin-Tempelhof : Universum-Verl. Anstalt"	"48 S."	""	""	""	""	""	"Kart. Rf 1641/30"	"1:KTA"	""	
"363533532"	"601837703"	"1933"	"Schwäbische Alb II : (Gebiet: Kirchheim u. Teck, Urach, Reutlingen, Lichtenstein)"	""	"Berlin-Tempelhof : Universum-Verlagsanst"	"48 S"	""	""	""	""	""	"Kart. Rf 2613/50"	"1:KTA"	""	
"358941016"	"584891180"	"1933"	"Guide de Rome : avec un nouveau plan des la ville"	""	"Roma : Desclée"	"XXXI, 287 S"	""	""	""	""	""	"Kart. Rf 6343"	"1:KTA"	""	
"344142213"	"566009390"	"1933"	"Pyrénées"	""	"Paris : Hachette"	"LXIX, 511 S."	""	""	""	""	""	"Kart. Rf 6055"	"1:KTA"	""	
"344142213"	"550557741"	"1933"	"Pyrénées"	""	"Paris : Hachette"	"LXIX, 511 S."	""	""	""	""	""	"8'@Kart. Z 7391"	"1:KTA"	""	
"343016591"	"54880723X"	"1933"	"Provence"	""	"Paris : Hachette"	"LX, 510 S"	""	""	""	""	""	"Kart. Rf 5780"	"1:KTA"	""	
"343016591"	"569072972"	"1933"	"Provence"	""	"Paris : Hachette"	"LX, 510 S"	""	""	""	""	""	"8'@Kart. Z 7388<a>"	"1:KTA"	""	
"34015246X"	"1531081290"	"1933"	"Colorado : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (146 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,17/29.1933"	"1"	""	
"34015246X"	"3838771168"	"1933"	"Colorado : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (146 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-19"	"1:KTA"	""	
"340152419"	"1531081258"	"1933"	"Colorado Plateau region : excursions C-1 and C-2"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (36 Seiten)"	"38.55$jRegionale Geologie"	"106076612: USA ; ID: gnd/4078704-7; 106214179: Nordamerika ; ID: gnd/4042483-2; 106396161: Amerika ; ID: gnd/4001670-5; 105678198: Topografie ; ID: gnd/4133697-5"	"Einband beschädigt; verfleckt; Revision 2015 IDM2.4"	""	"ark_2016-10-28"	"Mf 2134-16,18.1933"	"1"	""	
"340152419"	"3838770358"	"1933"	"Colorado Plateau region : excursions C-1 and C-2"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (36 Seiten)"	"38.55$jRegionale Geologie"	"106076612: USA ; ID: gnd/4078704-7; 106214179: Nordamerika ; ID: gnd/4042483-2; 106396161: Amerika ; ID: gnd/4001670-5; 105678198: Topografie ; ID: gnd/4133697-5"	""	""	""	"8'@Kart. R 50-18"	"1:KTA"	""	
"331898896"	"1531081134"	"1933"	"Western Texas and Carlsbad caverns : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (38 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331898896"	"3836243911"	"1933"	"Western Texas and Carlsbad caverns : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (38 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-13"	"1:KTA"	""	
"331898594"	"1531081142"	"1933"	"Ore deposits of the southwest : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (67 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331898594"	"3836244322"	"1933"	"Ore deposits of the southwest : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (67 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-14"	"1:KTA"	""	
"331898403"	"1531081185"	"1933"	"Southern California : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (68 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331898403"	"3836251663"	"1933"	"Southern California : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (68 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-15"	"1:KTA"	""	
"331884410"	"1531081215"	"1933"	"Middle California and western Nevada : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (116 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331884410"	"3836251833"	"1933"	"Middle California and western Nevada : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (116 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-16"	"1:KTA"	""	
"331884399"	"153108124X"	"1933"	"The Salt Lake region : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (149 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,17/29.1933"	"1"	""	
"331884399"	"3836252120"	"1933"	"The Salt Lake region : excursion C-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (149 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-17"	"1:KTA"	""	
"331884259"	"1531081347"	"1933"	"The channeled Scabland : excursion C-2"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (16 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,17/29.1933"	"1"	""	
"331884259"	"3838773373"	"1933"	"The channeled Scabland : excursion C-2"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (16 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-22"	"1:KTA"	""	
"331881217"	"153108141X"	"1933"	"Lake Superior region : excursion C-4"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (101 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,17/29.1933"	"1"	""	
"331881217"	"3838777344"	"1933"	"Lake Superior region : excursion C-4"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (101 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-27"	"1:KTA"	""	
"331877414"	"1531081444"	"1933"	"Stratigraphic nomenclature in the United States"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (7 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,17/29.1933"	"1"	""	
"331877414"	"3838778448"	"1933"	"Stratigraphic nomenclature in the United States"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (7 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-29"	"1:KTA"	""	
"33187704X"	"3838779002"	"1933"	"The Baltimore and Ohio railroad : excursions A-2, A-6, C-1; C-2, C-3, C-4"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (79 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-30"	"1:KTA"	""	
"331781336"	"1531080901"	"1933"	"Eastern New York and western New England : excursion A-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (118 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,1/6.1933"	"1"	""	
"331781336"	"3836236036"	"1933"	"Eastern New York and western New England : excursion A-1"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (118 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-1"	"1:KTA"	""	
"331781255"	"153108091X"	"1933"	"Mining district of the eastern States : excursion A-2"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (161 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,1/6.1933"	"1"	""	
"331781255"	"3836236443"	"1933"	"Mining district of the eastern States : excursion A-2"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (161 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-2"	"1:KTA"	""	
"331781174"	"1531080928"	"1933"	"Southern Appalachian region : excursion A-3"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (94 Seiten, 21 Karten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,1/6.1933"	"1"	""	
"331781174"	"3836236990"	"1933"	"Southern Appalachian region : excursion A-3"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (94 Seiten, 21 Karten)"	""	""	""	""	""	"8'@Kart. R 50-3"	"1:KTA"	""	
"331781077"	"1531080944"	"1933"	"The Paleozoic stratigraphy of New York : excursion A-4"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (136 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,1/6.1933"	"1"	""	
"331781077"	"3836238330"	"1933"	"The Paleozoic stratigraphy of New York : excursion A-4"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (136 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-4"	"1:KTA"	""	
"331780984"	"1531080952"	"1933"	"Chesapeake Bay region : excursion A-5"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (49 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,1/6.1933"	"1"	""	
"331780984"	"3836238659"	"1933"	"Chesapeake Bay region : excursion A-5"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (49 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-5"	"1:KTA"	""	
"331780771"	"1531080960"	"1933"	"Oklahoma and Texas : excursion A-6"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (91 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,1/6.1933"	"1"	""	
"331780771"	"3836239701"	"1933"	"Oklahoma and Texas : excursion A-6"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (91 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-6"	"1:KTA"	""	
"331780690"	"1531081045"	"1933"	"Mineral deposits of New Jersey and eastern Pennsylvania : excursion A-8"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (54 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331780690"	"383624036X"	"1933"	"Mineral deposits of New Jersey and eastern Pennsylvania : excursion A-8"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (54 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-8"	"1:KTA"	""	
"331780259"	"1531081037"	"1933"	"Geomorphology of the central Appalachians : excursion A-7"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (50 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331780259"	"3836240068"	"1933"	"Geomorphology of the central Appalachians : excursion A-7"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (50 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-7"	"1:KTA"	""	
"33177836X"	"1531081053"	"1933"	"New York City and Vicinity : New York excursions"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (151 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"33177836X"	"3836240688"	"1933"	"New York City and Vicinity : New York excursions"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (151 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-9"	"1:KTA"	""	
"331778157"	"1531081061"	"1933"	"The Catskill region : excursion New York II"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (25 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331778157"	"3836241331"	"1933"	"The Catskill region : excursion New York II"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (25 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-9a"	"1:KTA"	""	
"331777908"	"1531081096"	"1933"	"Southern Pennsylvania and Maryland : excursions B-1; B-2; B-3"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (31 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331777908"	"3836241730"	"1933"	"Southern Pennsylvania and Maryland : excursions B-1; B-2; B-3"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (31 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-10"	"1:KTA"	""	
"331766345"	"153108110X"	"1933"	"Northern Virginia : excursions B-4; B-5; B-6"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (43 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331766345"	"3836242893"	"1933"	"Northern Virginia : excursions B-4; B-5; B-6"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (43 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-11"	"1:KTA"	""	
"331765942"	"1531081126"	"1933"	"Southern Maryland : excursion B 7"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (16 Seiten)"	""	""	"Revision 2015 IDM2.4"	""	""	"Mf 2134-16,7/16.1933"	"1"	""	
"331765942"	"3836243350"	"1933"	"Southern Maryland : excursion B 7"	""	"Washington, DC : U.S. Gov. Print. Off."	"1 Band (16 Seiten)"	""	""	""	""	""	"8'@Kart. R 50-12"	"1:KTA"	""	
"33105082X"	"502642068"	"1933"	"Nord et est : réseaux du Nord, de l'Est, d'Alsace et Lorraine"	""	"Paris : Hachette"	"XIV, 445 S"	""	""	""	""	""	"Kart. Rf 5655<c>"	"1:KTA"	""	
"33105082X"	"3687801217"	"1933"	"Nord et est : réseaux du Nord, de l'Est, d'Alsace et Lorraine"	""	"Paris : Hachette"	"XIV, 445 S"	""	""	""	""	""	"8'@Kart. Z 7306-2"	"1:KTA"	""	
"326501789"	"474071456"	"1933"	"Gdynia i wybrze°ze : przewodnik ilustrowany z 2 mapkami"	""	"Warzsawa : Nakładem Ligi Morskiej i Kolonjalnej"	"112 S"	""	""	""	""	""	"Kart. Rf 3760/19"	"1:KTA"	""	
"325160147"	"471651052"	"1933"	"Roumanie, Bulgarie, Turquie : Rhodes, Chypre"	""	"Paris : Hachette"	"LXXVI, 702 S"	""	""	""	""	""	"Kart. Rf 3820"	"1:KTA"	""	
"325160147"	"3984757646"	"1933"	"Roumanie, Bulgarie, Turquie : Rhodes, Chypre"	""	"Paris : Hachette"	"LXXVI, 702 S"	""	""	""	""	""	"8'@Kart. Z 11535"	"1:KTA"	""	
"321670833"	"412285142"	"1933"	"Freiburg/Br. : Höllental, Feldberg, Belchen, Badenweiler, Kaiserstuhl"	""	"Berlin : Grieben-Verl."	"110, II S."	""	""	""	""	""	"Kart. Rf 2607/2"	"1:KTA"	""	
"321670833"	"752992600"	"1933"	"Freiburg/Br. : Höllental, Feldberg, Belchen, Badenweiler, Kaiserstuhl"	""	"Berlin : Grieben-Verl."	"110, II S."	""	""	""	""	""	"Ps 4212-188<4>"	"1"	""	
"315915595"	"503750611"	"1933"	"Normandie"	""	"Paris : Hachette"	"LXXIX, 10, 512 S."	""	""	""	""	""	"Kart. Rf 5760"	"1:KTA"	""	
"315915595"	"567856291"	"1933"	"Normandie"	""	"Paris : Hachette"	"LXXIX, 10, 512 S."	""	""	""	""	""	"Kart. Rf 5760<a>"	"1:KTA"	""	
"315915595"	"3936594465"	"1933"	"Normandie"	""	"Paris : Hachette"	"LXXIX, 10, 512 S."	""	""	""	""	""	"8'@Kart. Z 7368"	"1:KTA"	""	
"25182845X"	"891513124"	"1933"	"Freeport quadrangle : geology and mineral resources"	"Hughes, H. Herbert"	"Harrisburg : Topographic and Geologic Survey of Pennsylvania"	"272 S"	""	""	""	""	""	"8'@Kart. R 9692-36"	"1:KTA"	""	
"185878229"	"498495302"	"1933"	"Rom und Umgebung : Kurzes Reisehandbuch ; mit 6 Kt., 22 Pl. und Grundrissen, 1 Wappentafel der Päpste"	"Baedeker, Karl *1801-1859* ; ID: gnd/116033290"	"Leipzig : Baedeker"	"XXXVIII, 170 S"	""	""	""	""	""	"Kart. Rf 6345"	"1:KartKS"	""	
"185847730"	"430007361"	"1933"	"Berlin und Potsdam : kleine Ausgabe"	"Baedeker, Karl *1801-1859* ; ID: gnd/116033290"	"Leipzig : Baedeker"	"VI, 70 S."	""	""	"Gestaucht"	""	"ark_2010-12-05"	"Tc 9606/5"	"1"	""	
"185847730"	"422195200"	"1933"	"Berlin und Potsdam : kleine Ausgabe"	"Baedeker, Karl *1801-1859* ; ID: gnd/116033290"	"Leipzig : Baedeker"	"VI, 70 S."	""	""	""	""	""	"Kart. Rf 957/4"	"1:KTA"	""	
"1834142342"	"4270197900"	"1932"	"Oil and gas fields of western Pennsylvania"	""	"Harrisburg : Topographic and Geologic Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 9697"	"1:KTA"	""	
"181518499X"	"418268611X"	"1932"	"Washington and vicinity : Maryland"	""	"[Vereinigte Staaten] : [U.S. Geological Survey]"	"1 Karte"	""	""	""	""	""	"Kart. R 10984<1932>"	"1:KTA"	""	
"180751496X"	"415462752X"	"1932"	"Hilo quadrangle : (Island and County of Hawaii)"	""	"[Washington] : U.S. Geological Survey"	"1 Karte"	""	""	""	""	""	"Kart. R 24514-Hilo<1932>"	"1:KTA"	""	
"1807129802"	"4150667381"	"1932"	"Tourist map of Pennsylvania : showing the state highway system and main connecting roads"	""	"Harrisburg : Pennsylvania Department of Highways"	"1 map"	""	""	""	""	""	"Kart. R 9698"	"1:KTA"	""	
"1799930513"	"4119687945"	"1932"	"Mapa del Perú : trazado y dibujado conforme con los últimos datos de diverso orden"	""	"[Lima] : Librería é Imprenta Gil"	"1 Karte"	""	""	""	""	""	"Kart. R 18482"	"1:KTA"	""	
"1787329666"	"4045756132"	"1932"	"Aerial survey of part of Great Bear Lake, Hunter Bay, Labine Point and Conjuror Bay, N.W.T"	""	"Ottawa : Topographical Survey of Canada"	"1 Karte"	""	""	""	""	""	"Kart. R 2305"	"1:KTA"	""	
"1774377209"	"3991029634"	"1932"	"Arktika : Blankovaja Karta : Arctic"	""	"Leningrad : Arktičeskij Institut"	"1 Karte auf 2 Blättern"	""	""	""	""	""	"Kart. R 1282"	"1:KTA"	""	
"1771687630"	"3980393186"	"1932"	"Na Collonia Menno : em Chaco de Repubilca Paraguay"	""	"Ponta Grossa : Deutsches Kulturamt für Südamerika"	"1 Karte"	""	""	""	""	""	"8'@Kart. R 14290-2"	"1:KTA"	""	
