"PPN"	"EPN"	"Jahr"	"Titel+Zusatz"	"Verfasser"	"Ort+Verlag"	"Umfang"	"Basisklassifikation"	"Schlagwort"	"ExKommentar4802"	"Schlagwort6800"	"Abrufzeichen8600"	"Signatur"	"Standort"	"URL"	
"873141504"	"1647875250"	"1933"	"Neuere deutsche Literatur : von der Romantik bis zur Gegenwart"	""	"Berlin [u.a.] : dWalter de Gruyter & Co."	"1 Band (Seite 336-464, 3 ungezählte Seiten)"	""	""	""	""	""	"4'@Kart. U 13810-4/5,Suppl.<b>"	"1:KTA"	""	
"452629284"	"429713592"	"1933"	"The map of Wales (before 1600 A. D.)"	"North, F. J."	"Cardiff"	"69 S. 8'"	""	""	""	""	""	"8'@Kart. U 12092/15"	"1:KTA"	""	
"450678652"	"437750868"	"1933"	"1714 to the present day"	"Davey, Lionel Archie"	"Exeter : Wheaton"	"64 S."	""	""	""	""	""	"8'@Kart. U 11714-3"	"1:KTA"	""	
"450678644"	"43775085x"	"1933"	"The Tudors and Stuarts : 1485-1714"	"Davey, Lionel Archie"	"Exeter : Wheaton"	"72 S."	""	""	""	""	""	"8'@Kart. U 11714-2"	"1:KTA"	""	
"450678636"	"437750841"	"1933"	"From earliest times to 1485"	"Davey, Lionel Archie"	"Exeter : Wheaton"	"64 S."	""	""	""	""	""	"8'@Kart. U 11714-1"	"1:KTA"	""	
"447874225"	"435254758"	"1933"	"A large World Map, dated 1569 : Sold at the sign of the pyramid in Venice. Now in the George H. Beans Library"	"Camotius, Joan Franciscus"	"Philadelphia"	"14 Bl. 4'"	""	""	""	""	""	"4'@Kart. U 3586"	"1:KTA"	""	
"444834338"	"43215874x"	"1933"	"L'Opera Cartografica di L. F. Marsili"	"Longhena, Mario"	"Roma"	"8'"	""	""	""	""	""	"8'@Kart. U 20065"	"1:KTA"	""	
"415520797"	"422220337"	"1933"	"Magyar történelmi atlasz"	"Barthos, Indár Albisi"	"Budapest : Lantos"	"16 S."	""	""	""	""	""	"Se 1169-Beil."	"1"	""	
"415520797"	"1759293903"	"1933"	"Magyar történelmi atlasz"	"Barthos, Indár Albisi"	"Budapest : Lantos"	"16 S."	""	""	""	""	""	"8'@Kart. U 18388"	"1:KTA"	""	
"411466380"	"449217388"	"1933"	"Eesti ajaloo atlas : Eesti kirjanduse Seltsi ajaloo-toimkonna ülesandei koostanud Jaan Jensen"	"Jensen, Jaan"	"Tartus : Eesti kirjanduse Seltsi Kirjastus"	"35 S. 4'"	""	""	""	""	""	"4'@Kart. U 18770"	"1:KTA"	""	
"410382094"	"448133326"	"1933"	"Geschichtsatlas für die deutsche Jugend : ein Kartenwerk zur deutschen Geschichte für die nationalpolitische Erziehung in Volks-, Mittel- u. Fachschulen"	"Höft, Albert"	"Langensalza [u.a.] : Beltz"	"XII, 24 S. quer-8'"	""	""	""	""	""	"4'@Kart. U 558<2>"	"1:KTA"	""	
"410382086"	"448133318"	"1933"	"Geschichtsatlas für die deutsche Jugend : ein Kartenwerk zur deutschen Geschichte für die nationalpolitische Erziehung in Volks-, Mittel- u. Fachschulen"	""	"Langensalza [u.a.] : Beltz"	"VIII, 24 S. 4'"	""	""	""	""	""	"4'@Kart. U 558"	"1:KTA"	""	
"403167396"	"440790980"	"1933"	"The Story Atlas : knowledge of the world in picture maps"	"Stirling, John"	"London : Nicholson & Watson"	"VIII, 357 S. 4'(8')"	""	""	""	""	""	"4'@Kart. U 560"	"1:KTA"	""	
"345280822"	"4048197932"	"1933"	"Époque arabe"	""	"[Leiden]"	"Bl. 693-824"	""	""	""	""	""	"2'@Kart. U 5330-3,3"	"1:KTA"	""	
"345278836"	"4048193201"	"1933"	"Atlas antiquus et index"	""	"[Leiden]"	"Bl. A.A.1-A.A.130"	""	""	""	""	""	"2'@Kart. U 5330-2,4"	"1:KTA"	""	
"318891719"	"422364584"	"1933"	"Der geistliche Grundbesitz in der Mark Brandenburg und angrenzenden Gebieten im Bereich der Diözesen Halberstadt, Verden und Magdeburg um das Jahr 1535"	""	"Berlin : Reimer"	"1 Kt."	""	""	""	""	""	"Kart. U 17162-1,2,3"	"1:KTA"	""	
"318891719"	"922433917"	"1933"	"Der geistliche Grundbesitz in der Mark Brandenburg und angrenzenden Gebieten im Bereich der Diözesen Halberstadt, Verden und Magdeburg um das Jahr 1535"	""	"Berlin : Reimer"	"1 Kt."	""	""	""	""	""	"Kart. U 17162-1,2,3<a>"	"1:KTA"	""	
"231905882"	"1719954607"	"1933"	""	""	"Breslau : Hirt"	"XVI, 183 S."	""	""	""	""	""	"8'@Kart. U 17512"	"1:KTA"	""	
"140070133"	"81615497X"	"1933"	""	"Ambrosi, Ambroise"	"Paris : Leroux"	"58 x 94 cm"	""	""	""	""	""	"Kart. U 12405-3"	"1:KTA"	""	
"140070133"	"816163294"	"1933"	""	"Ambrosi, Ambroise"	"Paris : Leroux"	"58 x 94 cm"	""	""	"Revision 2009 IIB3.2"	""	""	"gr.2'@Qv 8178/40-Carte,1/7<a>"	"1"	""	
"140070125"	"816154953"	"1933"	""	"Ambrosi, Ambroise"	"Paris : Leroux"	"XI, 26 S., [1] Bl."	""	""	""	""	""	"Kart. U 12405-3"	"1:KTA"	""	
"140070125"	"816163200"	"1933"	""	"Ambrosi, Ambroise"	"Paris : Leroux"	"XI, 26 S., [1] Bl."	""	""	"Revision 2016 IDM2.4"	""	""	"4'@Qv 8178/40-3,Texte"	"4"	""	
"140070125"	"1216706042"	"1933"	""	"Ambrosi, Ambroise"	"Paris : Leroux"	"XI, 26 S., [1] Bl."	""	""	"Revision 2011 IIB1"	""	""	"4'@Qv 8178/40-1/3,Texte<a>"	"1"	""	
"137741332"	"577327402"	"1933"	"Erläuterungen zur Brandenburgischen Kreiskarte von 1815"	"Schulze, Berthold *1904-1963* ; ID: gnd/139731865"	"Berlin : Gsellius"	"VI, 98 S."	"15.46$jBrandenburg$jPreußen$jBerlin$XDeutsche Geschichte"	""	"Revision 2016 Hauptmagazin"	""	"ark_2012-03-14"	"Tc 434/5-3/6"	"4"	""	
"137741332"	"577327410"	"1933"	"Erläuterungen zur Brandenburgischen Kreiskarte von 1815"	"Schulze, Berthold *1904-1963* ; ID: gnd/139731865"	"Berlin : Gsellius"	"VI, 98 S."	"15.46$jBrandenburg$jPreußen$jBerlin$XDeutsche Geschichte"	""	"Revision 2016 Hauptmagazin"	""	""	"Tc 434/5-1/6<a>"	"4"	""	
"137741332"	"577327429"	"1933"	"Erläuterungen zur Brandenburgischen Kreiskarte von 1815"	"Schulze, Berthold *1904-1963* ; ID: gnd/139731865"	"Berlin : Gsellius"	"VI, 98 S."	"15.46$jBrandenburg$jPreußen$jBerlin$XDeutsche Geschichte"	""	"Firmenrevision 2011"	""	""	"Tc 434/5-6<b>"	"1"	""	
"137741332"	"4324644217"	"1933"	"Erläuterungen zur Brandenburgischen Kreiskarte von 1815"	"Schulze, Berthold *1904-1963* ; ID: gnd/139731865"	"Berlin : Gsellius"	"VI, 98 S."	"15.46$jBrandenburg$jPreußen$jBerlin$XDeutsche Geschichte"	""	""	""	""	"8'@Kart. U 17283"	"1:KTA"	""	
"137740484"	"422365750"	"1933"	"Brandenburgische Kreiskarte : die alten und neuen Kreise nach dem Stande von 1815"	""	"Berlin : Reimer"	"4 Kt. auf 4 Bl."	""	""	""	""	""	"2'@Kart. U 17162-2,1"	"1:KTA"	""	
"137740484"	"422365769"	"1933"	"Brandenburgische Kreiskarte : die alten und neuen Kreise nach dem Stande von 1815"	""	"Berlin : Reimer"	"4 Kt. auf 4 Bl."	""	""	""	""	""	"Kart. U 17283"	"1:KTA"	""	
"137740484"	"922434050"	"1933"	"Brandenburgische Kreiskarte : die alten und neuen Kreise nach dem Stande von 1815"	""	"Berlin : Reimer"	"4 Kt. auf 4 Bl."	""	""	""	""	""	"Kart. U 17162-2,1<a>"	"1:KTA"	""	
"137740484"	"4324687188"	"1933"	"Brandenburgische Kreiskarte : die alten und neuen Kreise nach dem Stande von 1815"	""	"Berlin : Reimer"	"4 Kt. auf 4 Bl."	""	""	""	""	""	"2'@Kart. U 17162-2,1<b>"	"1:KTA"	""	
"137740484"	"4325151060"	"1933"	"Brandenburgische Kreiskarte : die alten und neuen Kreise nach dem Stande von 1815"	""	"Berlin : Reimer"	"4 Kt. auf 4 Bl."	""	""	""	""	""	"Kart. U 17283<a>"	"1:KTA"	""	
"136442110"	"1760103594"	"1933"	"West-Indie͏̈"	"Oudschans Dentz, Frederik *1876-1961* ; ID: gnd/140207732"	"s'Gravenhage : Nijhoff"	"67 S."	""	""	""	""	""	"8'@Kart. U 13080-17,8"	"1:KTA"	""	
"13572662X"	"1719999813"	"1933"	"Pleß"	""	"[Breslau : Hirt]"	"1 Kt."	""	""	""	""	""	"Kart. U 17512-1,3<a>"	"1:KTA"	""	
"13572662X"	"1720078971"	"1933"	"Pleß"	""	"[Breslau : Hirt]"	"1 Kt."	""	""	""	""	""	"2'@Kart. U 17512-1,3"	"1:KTA"	""	
"135726611"	"1719999686"	"1933"	"Oppeln"	""	"[Breslau : Hirt]"	"1 Kt."	""	""	""	""	""	"Kart. U 17512-1,2<a>"	"1:KTA"	""	
"135726611"	"172007884X"	"1933"	"Oppeln"	""	"[Breslau : Hirt]"	"1 Kt."	""	""	""	""	""	"2'@Kart. U 17512-1,2"	"1:KTA"	""	
"135726603"	"1719954429"	"1933"	"Kreuzburg"	""	"[Breslau : Hirt]"	"1 Kt"	""	""	""	""	""	"Kart. U 17512-1,1<a>"	"1:KTA"	""	
"135726603"	"1720078726"	"1933"	"Kreuzburg"	""	"[Breslau : Hirt]"	"1 Kt"	""	""	""	""	""	"2'@Kart. U 17512-1,1"	"1:KTA"	""	
"037893025"	"950793221"	"1933"	""	""	"The Hague : Nijhoff"	""	""	""	""	""	""	"2'@Kart. U 545-6"	"1:KTA"	""	
"03767529X"	"4030376118"	"1933"	"Hameln"	""	"Braunschweig : Westermann"	"11 S., 2 Taf."	""	""	""	""	""	"2'@Kart. U 15218-2,3"	"1:KTA"	""	
"037675281"	"4030376053"	"1933"	"Hannover"	""	"Braunschweig : Westermann"	"7 S., 4 Taf."	""	""	""	""	""	"2'@Kart. U 15218-2,2"	"1:KTA"	""	
"037675273"	"4030376029"	"1933"	"Hildesheim"	""	"Braunschweig : Westermann"	"8 S., 3 Taf."	""	""	""	""	""	"2'@Kart. U 15218-2,1"	"1:KTA"	""	
"022589317"	"53191738X"	"1933"	"Atlas der Geschichte der kathol. Missionen : mit einem kurzen Abriss der Geschichte der kathol. Missionen ; dargestellt in geographischer und zeitlicher Folge"	"Thauren, Johannes *1892-1954* ; ID: gnd/143185802"	"Mödling bei Wien : Missionsdr. St. Gabriel"	"17 Kt., 52 S."	"11.50$jKirchengeschichte$jDogmengeschichte; 11.54$jKatholizismus"	"101659261: Katholische Kirche ; ID: gnd/2009545-4; 106227602: Mission ; ID: gnd/4039567-4; "	""	""	""	"4'@Kart. U 4381"	"1:KTA"	""	
"1844961680"	"4320302796"	"1932"	"[Historische Karten der Mandschurei]"	""	"[S.l.]"	"5 Blätter"	""	""	""	""	""	"Kart. U 9829/3"	"1:KTA"	""	
"1807742733"	"4156188329"	"1932"	"Der Verlauf mittelalterlicher Strassen im Gelände"	""	"Berlin : [Reichsamt für Landesaufnahme]"	"1 Karte"	""	""	""	""	""	"Kart. U 17281"	"1:KTA"	""	
"1795615532"	"4089420199"	"1932"	"'Noble arts, especially maps' : notes on hitherto unknown examples of sixteenth century cartography. With annotated list of maps, charts, documents, and pictures, published in the portfolio accompanying the eight quarto volumes of Elizabethan England"	"Tenison, Eva Mabel"	"[Glasgow] : Printed for the author, at the Glasgow University Press"	"16 pages"	""	""	""	""	""	"2'@Kart. U 11713"	"1:KTA!"	""	
"1778399479"	"400514148X"	"1932"	"Kleiner Geschichts-Atlas : 16 Haupt- u. 10 Nebenkarten"	""	"Halle : Waisenhaus"	"1 Atlas (15 Blätter)"	""	""	""	""	""	"8'@Kart. U 555/10"	"1:KTA"	""	
"1778215483"	"4004549310"	"1932"	"Die Siedlungen im Kammeramt Morein (Komturei Christburg) während der Ordenszeit"	"Semrau, Arthur *1862-1940* ; ID: gnd/105515454X"	"Berlin : Reichsamt für Landesaufnahme"	"1 Karte"	""	""	"Revision IIIC 2023"	""	""	"Kart. U 17430"	"4:KTa"	""	
"1735908800"	"3781251373"	"1932"	"Die Ptolemäushandschrift des Georgius Schbab (nach 1513)"	""	"[Bern]"	"8 Seiten"	""	""	""	""	""	"8'@Kart. U 1399/10"	"1:KTA"	""	
"1694432130"	"3622683589"	"1932"	"[Historische Karten der Mandschurei]"	""	"[S.l.]"	"15 Blätter"	""	""	""	""	""	"2'@Kart. U 9829"	"1:KTA"	""	
"1689889012"	"3593850060"	"1932"	"Religionskarte der Steiermark gegen Ende des 16. Jahrhunderts"	""	"Graz : Alfred Wall"	"1 Karte"	""	""	""	""	""	"Kart. U 18364"	"1:KTA"	""	
"1134386745"	"3596334063"	"1932"	"Pisa"	""	"Firenze : Istituto Geografico Militare"	"60 S."	""	""	""	""	""	"4'@Kart. U 20058-2"	"1:KTA"	""	
"1134386559"	"3596332605"	"1932"	"Forlì"	""	"Firenze : Istituto Geografico Militare"	"56 S."	""	""	""	""	""	"4'@Kart. U 20058-1"	"1:KTA"	""	
"1134385897"	"3596333385"	"1932"	"Varallo Sesia"	""	"Firenze : Istituto Geografico Militare"	"24 S."	""	""	""	""	""	"4'@Kart. U 20058-1"	"1:KTA"	""	
"1047046172"	"1841297275"	"1932"	"Donnus Nicolaus Germanus, sein Kartennetz, seine Ptolemäus-Regen-sionen und-Ausgaben : (Nicolaus Donis) Von Wilhelm Bonacker und Ernst Anliker. Zur Erinnerung an die 450. Wiederkehr des Ausgabejahres 1482 den Ulmer Ausgabe"	"Bonacker, Wilhelm *1888-1969* ; ID: gnd/118661280"	"Bern : Karl J. Lüthi"	"Seite 19-48 und 99-114"	""	""	""	""	""	"8'@Kart. U 1400/10"	"1:KTA"	""	
"1047045621"	"1841296279"	"1932"	"Die unechten deutschen Ausgaben der <<Geographia>> des Claudius Ptolemäus"	"Bonacker, Wilhelm *1888-1969* ; ID: gnd/118661280"	""	"Seiten 155-158 und 171-174"	""	""	""	""	""	"8'@Kart. U 1400/10"	"1:KTA"	""	
"655738231"	"1236252543"	"1932"	""	"Tenison, Eva Mabel"	"(Glasgow : Univ. Pr.)"	""	""	""	"Firmenrevision 2011"	""	""	"4'@Tr 7815/13-1"	"1"	""	
"655738231"	"4089418720"	"1932"	""	"Tenison, Eva Mabel"	"(Glasgow : Univ. Pr.)"	""	""	""	""	""	""	"2'@Kart. U 11713"	"1:KTA!"	""	
"559721935"	"863702260"	"1932"	"Roma"	""	"Giza : Bureaux de l'administration de l'arpentage d'Egypte"	"1 Kt."	""	""	""	""	""	"Kart. U 3030-N,K,33<1932>"	"1:KTA"	""	
"45024914X"	"437643263"	"1932"	"Szkolny atlas historyczny"	""	"Lwów; Warszawa : Ksia̜żnica-Atlas, Zjedn. Zakłady Kartograf. i Wydawnicze Tow. Naucz. Szkół. Średn. i Wyż. - S.A."	""	""	""	""	""	""	"4'@Kart. U 554"	"1:KTA"	""	
"422670243"	"42938761x"	"1932"	"Dzieje starożytne"	"Natanson-Leski, Jan"	"Lwów [u.a.] : Ksia̜żnica-Atlas"	"4'"	""	"106317695: Geschichtsunterricht ; ID: gnd/4020533-2; 106197762: Polen ; ID: gnd/4046496-9"	""	""	""	"4'@Kart. U 554"	"1:KTA"	""	
"421260572"	"427933986"	"1932"	"Una Carta Italiana del Bacino del Nilo e dell'Etiopia del secolo XV"	"Mannoni, Laura ; ID: gnd/1159029563"	"Roma"	"12 S."	""	""	""	""	""	"4'@Kart. U 20065"	"1:KTA"	""	
"405514840"	"443163596"	"1932"	"The George Washington Atlas : A collection of 85 maps, incl. 28 made by George Washington ... Ed. by Lawrence Martin"	""	"Washington : U.S. George Washington Bicentennial Commission"	"29 Bl. gr. 2'"	""	""	"Revision 2009 IIIC"	""	""	"2'@Kart. U 24415"	"4:KTA"	""	
"405159846"	"442819811"	"1932"	"Atlas der katholischen Missionsgeschichte : 49 Haupt- u. Nebenkt. ; mit erl. Text u. alphabet. Reg."	"Thauren, Johannes *1892-1954* ; ID: gnd/143185802"	"Mödling b. Wien : Missionsdr. St. Gabriel"	"23, 19, 20 S."	""	""	"Revision 2009 IIIC"	""	""	"Bd 7030/20-1"	"4:KTA"	""	
"405159846"	"947995889"	"1932"	"Atlas der katholischen Missionsgeschichte : 49 Haupt- u. Nebenkt. ; mit erl. Text u. alphabet. Reg."	"Thauren, Johannes *1892-1954* ; ID: gnd/143185802"	"Mödling b. Wien : Missionsdr. St. Gabriel"	"23, 19, 20 S."	""	""	""	""	""	"2'@Kart. U 4379"	"1:KTA"	""	
"345280679"	"404819772X"	"1932"	"Époque arabe"	""	"[Leiden]"	"Bl. 583-692"	""	""	""	""	""	"2'@Kart. U 5330-3,2"	"1:KTA"	""	
"345278542"	"4048191454"	"1932"	"Ptolémée et époque Gréco-Romano"	""	"[Leiden]"	"Bl. 361-480"	""	""	""	""	""	"2'@Kart. U 5330-2,3"	"1:KTA"	""	
"345278321"	"4048190717"	"1932"	"Ptolémée et époque Gréco-Romano"	""	"[Leiden]"	"Bl. 234-360"	""	""	""	""	""	"2'@Kart. U 5330-2,2"	"1:KTA"	""	
"332119483"	"3965187392"	"1932"	"South Wales and the border in the fourteenth century"	"Rees, William"	"[Chessington] : Ordnance Survey"	"1 Kt. auf 4 Bl"	"15.64$jGroßbritannien$jIrland$XGeschichte"	""	""	""	""	"Kart. U 12092"	"1:KTA"	""	
"332119483"	"3965187406"	"1932"	"South Wales and the border in the fourteenth century"	"Rees, William"	"[Chessington] : Ordnance Survey"	"1 Kt. auf 4 Bl"	"15.64$jGroßbritannien$jIrland$XGeschichte"	""	""	""	""	"8'@Kart. U 12092"	"1:KTA"	""	
"318891530"	"422364398"	"1932"	"Der geistliche Grundbesitz in der Mark Brandenburg und angrenzenden Gebieten im Bereich der Diözesen Kammin, Lebus, Meißen und Posen mit Ausschluß der Kreise Dramburg, Krossen... um das Jahr 1535"	""	"Berlin : Reimer in Komm"	"1 Kt."	""	""	""	""	""	"2'@Kart. U 17162-1,2,2"	"1:KTA"	""	
"318891530"	"922433836"	"1932"	"Der geistliche Grundbesitz in der Mark Brandenburg und angrenzenden Gebieten im Bereich der Diözesen Kammin, Lebus, Meißen und Posen mit Ausschluß der Kreise Dramburg, Krossen... um das Jahr 1535"	""	"Berlin : Reimer in Komm"	"1 Kt."	""	""	""	""	""	"Kart. U 17162-1,2,2<a>"	"1:KTA"	""	
"318891530"	"432468264X"	"1932"	"Der geistliche Grundbesitz in der Mark Brandenburg und angrenzenden Gebieten im Bereich der Diözesen Kammin, Lebus, Meißen und Posen mit Ausschluß der Kreise Dramburg, Krossen... um das Jahr 1535"	""	"Berlin : Reimer in Komm"	"1 Kt."	""	""	""	""	""	"2'@Kart. U 17162-1,2,2<b>"	"1:KTA"	""	
"306749963"	"433878150"	"1932"	"Stuttgarter Bibel-Atlas"	""	"Stuttgart : Württemberg. Bibelanst."	"88 S"	"11.49$jBibel: Sonstiges"	"104798491: Biblische Geografie ; ID: gnd/4145286-0"	""	""	""	"4'@Kart. U 7128"	"1:KTA"	""	
"239218345"	"1841295701"	"1932"	"Francesco di Niccolo Berlinghieri und seine Ptolemäus-Ausgabe vom Jahr 1482"	"Bonacker, Wilhelm *1888-1969* ; ID: gnd/118661280"	"Thun : Steffen"	"10 S., 3 Taf"	""	""	""	""	""	"8'@Kart. U 1400/10"	"1:KTA"	""	
"21895364X"	"861609085"	"1932"	"Ortskunde Trier-Mettendorf : Textband"	"Steinhausen, Josef *1885-1959* ; ID: gnd/118753274"	"Bonn : Hanstein"	"XX, 383 S., 32 Taf."	"15.19$jVor- und Frühgeschichte"	""	""	""	""	"8'@Kart. U 17971"	"1:KTA"	""	
"168534738"	"420315632"	"1932"	"Pubblicazioni dell'Istituto di Geografia della R. Università di Roma"	""	"Roma : Ed. Cremonese"	""	""	""	""	""	""	"4'@Kart. U 20065"	"1:KTA"	""	
"140205071"	"424725975"	"1932"	"Tabvlae geographicae : accedvnt tabvlae 27 codicis Vaticani Latini 5698, 3 Vrbinatis Graeci 83"	"Ptolemaeus, Claudius *100-178* ; ID: gnd/118641786"	"Lugduni Batavorum : Brill; Lipsiae : Harrassowitz"	"[213] S"	"17.97$jTexte eines einzelnen Autors; 18.42$jKlassische griechische Literatur; 74.07$jHistorische Geographie"	"104394285: Geografie ; ID: gnd/4020216-1; 105826847: Griechisch ; ID: gnd/4113791-7"	""	""	"ark_2016-06-21"	"2'@Kart. U 1401-2,2"	"1:KTA"	""	
"140205071"	"1616400676"	"1932"	"Tabvlae geographicae : accedvnt tabvlae 27 codicis Vaticani Latini 5698, 3 Vrbinatis Graeci 83"	"Ptolemaeus, Claudius *100-178* ; ID: gnd/118641786"	"Lugduni Batavorum : Brill; Lipsiae : Harrassowitz"	"[213] S"	"17.97$jTexte eines einzelnen Autors; 18.42$jKlassische griechische Literatur; 74.07$jHistorische Geographie"	"104394285: Geografie ; ID: gnd/4020216-1; 105826847: Griechisch ; ID: gnd/4113791-7"	"war in der Hs.-Abt., Verlagerungsvermerk im L.i.r.-StK ist unklar - gilt als Kriegsverlust, da nicht mehr vorhanden; Akz.-Nr. laut AK II: 32.8307"	""	""	"gr.2'@Libri impr. rari qu. 325-19,2,2"	"4:HDRMAG"	""	
